,message,personal
535,Yup having my lunch buffet now.. U eat already?,personal
536,s quite nice.,personal
537,ll haf more time 2 meet up cya...,personal
538,Ok...,personal
539,m home...,personal
540,Okie,personal
541,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,personal
542,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,personal
543,m picking her up at ard 4 smth lor..,personal
544,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,personal
545,s going 2 rain soon.,personal
546,ll b bathing my dog later.,personal
547,U too...,personal
548,Ok. C u then.,personal
549,Yup song bro. No creative. Neva test quality. He said check review online.,personal
550,Wewa is 130. Iriver 255. All 128 mb.,personal
551,We left already we at orchard now.,personal
552,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,personal
553,U in town alone?,personal
554,Anytime...,personal
555,Ok... Sweet dreams...,personal
556,Jus came back fr lunch wif my sis only. U leh?,personal
557,In e msg jus now. U said thanks for gift.,personal
558,re welcome... Caught u using broken english again...,personal
559,Yup bathe liao...,personal
560,m home.,personal
561,Ok... U enjoy ur shows...,personal
562,s e gals who r laughing at me lor...,personal
563,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,personal
564,m going home now then go pump petrol lor... Like going 2 rain soon...,personal
565,ll prob b home early...,personal
566,Dunno y u ask me.,personal
567,ve reached home n i bathe liao... U can call me now...,personal
568,ll give me a lift...,personal
569,Ok...,personal
570,I like dis sweater fr mango but no more my size already so irritating.,personal
571,m meeting my fren at 730.,personal
572,m going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,personal
573,m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,personal
574,U dun say so early hor... U c already then say...,personal
575,s styling my hair now.,personal
576,m really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,personal
577,m thinking of u... So wat r u doing?,personal
578,Ok lor. Msg me b4 u call.,personal
579,But really quite funny lor wat... Then u shd haf run shorter distance wat...,personal
580,ll jus take mrt down later.,personal
581,What time is ur flight tmr?,personal
582,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,personal
583,"U so lousy, run already come back then half dead... Hee...",personal
584,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,personal
585,Finish liao... U?,personal
586,U can call now...,personal
587,10 min later k...,personal
588,m quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,personal
589,Aiyah e rain like quite big leh. If drizzling i can at least run home.,personal
590,s y u haf 2 keep me busy...,personal
591,Yup next stop.,personal
592,ll thk of all sorts of funny things.,personal
593,Aiyah then i wait lor. Then u entertain me. Hee...,personal
594,t c outside.,personal
595,ll jus wait 4 e rain 2 stop.,personal
596,ll get caught at e mrt station lor.,personal
597,m on my way home. Went to change batt 4 my watch then go shop a bit lor.,personal
598,Then wat r u doing now? Busy wif work?,personal
599,ll jus leave it...,personal
600,ve got wisdom teeth hidden inside n mayb need 2 remove.,personal
601,Thanx a lot 4 ur help!,personal
602,Ok.,personal
603,Happy birthday... May u find ur prince charming soon n dun work too hard...,personal
604,m wearing blue shirt n black pants.,personal
605,m ok lor.,personal
606,s great thanx a lot.,personal
607,s doing e sms survey...,personal
608,"Hi this is yijue, can i meet u at 11 tmr?",personal
609,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",personal
610,Eh u send wrongly lar...,personal
611,Ok,personal
612,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,personal
613,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,personal
614,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,personal
615,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,personal
616,Ok thanx...,personal
617,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,personal
618,U sick still can go shopping?,personal
619,Horrible gal. Me in sch doing some stuff. How come u got mc?,personal
620,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,personal
621,Ok no prob. Take ur time.,personal
622,His frens go then he in lor. Not alone wif my mum n sis lor.,personal
623,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",personal
624,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,personal
625,Yup. Thk of u oso boring wat.,personal
626,Nope watching tv at home... Not going out. V bored...,personal
627,Wat r u doing?,personal
628,Ok set let u noe e details later...,personal
629,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,personal
630,Same to u...,personal
631,Okie,personal
632,Ok then u tell me wat time u coming later lor.,personal
633,I knew it... U slept v late yest? Wake up so late...,personal
634,s my dear doing? Sleeping ah?,personal
635,Nite...,personal
636,Ok. Me watching tv too.,personal
637,At home also.,personal
638,Ok. I only ask abt e movie. U wan ktv oso?,personal
639,I called but no one pick up e phone. I ask both of them already they said ok.,personal
640,Then ur physics get a-?,personal
641,Aiyah ok wat as long as got improve can already wat...,personal
642,m reaching home in 5 min.,personal
643,Wat u doing there?,personal
644,s working tmr a not?,personal
645,Ok... Then r we meeting later?,personal
646,Shopping lor. Them raining mah hard 2 leave orchard.,personal
647,Long beach lor. Expected... U having dinner now?,personal
648,s car. Going 4 dinner now. U leh? So r they free tonight?,personal
649,How? Izzit still raining?,personal
650,Thank u!,personal
651,Thanx a lot...,personal
652,m touched...,personal
653,East coast,personal
654,Left dessert. U wan me 2 go suntec look 4 u?,personal
655,U can call me now...,personal
656,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,personal
657,Mum not going robinson already.,personal
658,s ok...,personal
659,m not ready yet.,personal
660,Esplanade lor. Where else...,personal
661,m home. Ard wat time will u reach?,personal
662,ll noe later.,personal
663,s ok i wun b angry. Msg u aft i come home tonight.,personal
664,So u wan 2 come for our dinner tonight a not?,personal
665,re meeting at 7 pm at esaplanade tonight.,personal
666,R we still meeting 4 dinner tonight?,personal
667,m going 4 lunch now...,personal
668,Is xy in ur car when u picking me up?,personal
669,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,personal
670,Taka lor. Wat time u wan 2 come n look 4 us?,personal
671,Xy trying smth now. U eat already? We havent...,personal
672,Then u go back urself lor...,personal
673,Thanx but my birthday is over already.,personal
674,Yup i thk so until e shop closes lor.,personal
675,mas.,personal
676,m shopping w her now.,personal
677,m going 2 orchard now laready me reaching soon. U reaching?,personal
678,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,personal
679,Aiyah u did ok already lar. E nydc at wheellock?,personal
680,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,personal
681,I tot u reach liao. He said t-shirt.,personal
682,U reach orchard already? U wan 2 go buy tickets first?,personal
683,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,personal
684,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,personal
685,Is xy going 4 e lunch?,personal
686,m going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,personal
687,Play w computer? Aiyah i tok 2 u lor?,personal
688,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,personal
689,Sitting ard nothing to do lor. U leh busy w work?,personal
690,Ok lor.,personal
691,m not watching w her. So c u wan 2 watch today or tmr lor.,personal
692,Then dun wear jeans lor...,personal
693,Depends on where u going lor.,personal
694,Ok i go change also...,personal
695,Anything lor but toa payoh got place 2 walk meh...,personal
696,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,personal
697,I anything lor.,personal
698,Jus finish watching tv... U?,personal
699,Happy new year to u too!,personal
700,Ok,personal
701,Havent.,personal
702,Ok.,personal
703,I reach home safe n sound liao...,personal
704,ll reach in ard 20 mins ok...,personal
705,Ok... Let u noe when i leave my house.,personal
706,I finished my lunch already. U wake up already?,personal
707,Ok lor.,personal
708,m watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,personal
709,As usual u can call me ard 10 smth.,personal
710,U call me alter at 11 ok.,personal
711,"m taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",personal
712,ll haf many more mths to come...,personal
713,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",personal
714,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,personal
715,Yup ok thanx...,personal
716,Do u noe wat time e place dat sells 4d closes?,personal
717,Ok...,personal
718,No my mum went 2 dentist.,personal
719,s bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,personal
720,U having lunch alone? I now so bored...,personal
721,Waiting in e car 4 my mum lor. U leh? Reach home already?,personal
722,Ok.,personal
723,m not taking any modules but jus concentrating on my final yr project.,personal
724,I place all ur points on e cultures module already.,personal
725,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,personal
726,Yup,personal
727,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,personal
728,m leaving my house now.,personal
729,Ok i msg u b4 i leave my house.,personal
730,Haf u eaten? Wat time u wan me 2 come?,personal
731,Okie,personal
732,Jus finish blowing my hair. U finish dinner already?,personal
733,re not in singapore or wat?,personal
734,Ok no prob...,personal
735,At home watching tv lor.,personal
736,ll think of u...,personal
737,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,personal
738,m surprised she still can guess right lor...,personal
739,How come she can get it? Should b quite diff to guess rite...,personal
740,How come guoyang go n tell her? Then u told her?,personal
741,Ok...,personal
742,Ok... Ur typical reply...,personal
743,"If e timing can, then i go w u lor...",personal
744,m going to sch at 4 if i rem correctly...,personal
745,Watching tv lor...,personal
746,Ok...,personal
747,Ok lor then we go tog lor...,personal
748,s ok...,personal
749,Jus finish bathing...,personal
750,Ok lor... Or u wan me go look 4 u?,personal
751,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,personal
