,text,target
601,u sending home first ok lor ready yet,ham
602,speaking cash yet,ham
603,happy come noon,ham
604,meet lunch la,ham
605,take care n get well soon,ham
606,xclusive clubsaisai morow soiree speciale zouk nichols paris free roses ladies info,spam
607,meant say cant wait see u getting bored bridgwater banter,ham
608,neva mind ok,ham
609,fine imma get drink somethin want come find,ham
610,days kick euro u kept date latest news results daily removed send get txt stop,spam
611,valentine game send dis msg ur friends answers r someone really loves u ques colour suits best rply,ham
612,many dependents,ham
613,thanx today cer nice catch ave find time often oh well take care c u soon c,ham
614,called said choose future,ham
615,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st,ham
616,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,ham
617,family happiness,ham
618,come n pick come immediately aft ur lesson,ham
619,let snow let snow kind weather brings ppl together friendships grow,ham
620,dear got lt gt dollars hi hi,ham
621,good words words may leave u dismay many times,ham
622,make sure alex knows birthday fifteen minutes far concerned,ham
623,sorry got things may pub later,ham
624,nah straight bring bud drinks something actually little useful straight cash,ham
625,haha good hear officially paid market th,ham
626,many licks take get center tootsie pop,ham
627,yup thk r e teacher said make face look longer darren ask cut short,ham
628,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddy com txt one name,spam
629,todays vodafone numbers ending selected receive award number matches call receive award,spam
630,please dont say like hi hi hi,ham
631,thank u,ham
632,oh forwarded message thought send,ham
633,got seventeen pounds seven hundred ml hope ok,ham
634,dear voucher holder claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply stop texts txt stop,spam
635,n funny,ham
636,sweetheart hope kind day one loads reasons smile biola,ham
637,login dat time dad fetching home,ham
638,shower baby,ham
639,askd u question hours answer,ham
640,well imma definitely need restock thanksgiving let know,ham
641,said kiss kiss sound effects gorgeous man kind person needs smile brighten day,ham
642,probably gon na swing wee bit,ham
643,ya nice ready thursday,ham
644,allo braved buses taken trains triumphed mean b ham jolly good rest week,ham
645,watching cartoon listening music amp eve go temple amp church u,ham
646,mind ask happened dont say uncomfortable,ham
647,private account statement shows un redeemed points call identifier code expires,spam
648,prob send email,ham
649,cash prize claim call c rstm sw ss ppm,spam
650,thats cool sometimes slow gentle sonetimes rough hard,ham
651,gon na say sorry would normal starting panic time sorry seeing tuesday,ham
652,wait know wesleys town bet hella drugs,ham
653,fine miss much,ham
654,u got persons story,ham
655,tell drug dealer getting impatient,ham
656,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,ham
657,place man,ham
658,doesnt make sense take unless free need know wikipedia com,ham
659,premium phone services call,spam
660,sea lays rock rock envelope envelope paper paper words,ham
661,mum repent,ham
662,sorry going home first daddy come fetch later,ham
663,leave de start prepare next,ham
664,yes baby study positions kama sutra,ham
665,en chikku nange bakra msg kalstiya tea coffee,ham
666,carlos minute still need buy,ham
667,pay lt decimal gt lakhs,ham
668,good evening ttyl,ham
669,u receive msg,ham
670,ho ho big belly laugh see ya tomo,ham
671,sms ac sun posts hello seem cool,spam
672,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop,spam
673,ditto worry saying anything anymore like said last night whatever want peace,ham
674,got lt gt way could pick,ham
675,dont knw pa drink milk,ham
676,maybe say hi find got card great escape wetherspoons,ham
677,piggy r u awake bet u still sleeping going lunch,ham
678,cause freaky lol,ham
679,missed call cause yelling scrappy miss u wait u come home lonely today,ham
680,hex place talk explain,ham
681,log wat sdryb,ham
682,xy going e lunch,ham
683,hi sue years old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg,spam
684,wanted ask wait finish lect cos lect finishes hour anyway,ham
685,finished work yet,ham
686,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni,ham
687,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged ans holiday,ham
688,thanks love torch bold,ham
689,forwarded please call immediately urgent message waiting,spam
690,farm open,ham
691,sorry trouble u buy dad big small sat n sun thanx,ham
692,sister law hope great month saying hey abiola,ham
693,purchase stuff today mail po box number,ham
694,ah poop looks like ill prob send laptop get fixed cuz gpu problem,ham
695,good good job like entrepreneurs,ham
696,aight close still around alex place,ham
697,meet corporation st outside gap see mind working,ham
698,mum ask buy food home,ham
699,k u also dont msg reply msg,ham
700,much r willing pay,ham
701,sorry call later,ham
702,important prevent dehydration giving enough fluids,ham
703,thats bit weird even supposed happening good idea sure pub,ham
704,true dear sat pray evening felt sms time,ham
705,think get away trek long family town sorry,ham
706,wan na gym harri,ham
707,quite late lar ard anyway wun b drivin,ham
708,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alerts reply word,spam
709,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt cs,spam
710,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students,ham
711,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,ham
712,pm cost p,spam
713,save stress person dorm account send account details money sent,ham
714,also knows lunch menu da know,ham
715,stuff sell tell,ham
716,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max,spam
717,book lesson msg call work sth going get specs membership px,ham
718,guaranteed cash prize claim yr prize call customer service representative pm,spam
719,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime,ham
720,oh send address,ham
721,fine anytime best,ham
722,wondar full flim,ham
723,ya even cookies jelly,ham
724,world running still maybe feeling admit mad correction let call life keep running world may u r also running lets run,ham
725,got looks scrumptious daddy wants eat night long,ham
726,cos lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,ham
727,alright omw got ta change order half th,ham
728,exactly anyways far jide study visiting,ham
729,dunno u ask,ham
730,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call,spam
731,spring coming early yay,ham
732,lol feel bad use money take steak dinner,ham
733,even u dont get trouble convincing tel twice tel neglect msgs dont c read dont reply,ham
734,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh,ham
735,one talking,ham
736,thanks looking really appreciate,ham
737,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg,spam
738,wish,ham
739,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao,ham
740,yes glad made,ham
741,well little time thing good times ahead,ham
742,got room soon put clocks back til shouted everyone get realised wahay another hour bed,ham
743,ok may free gym,ham
744,men like shorter ladies gaze eyes,ham
745,dunno jus say go lido time,ham
746,promise take good care princess run please send pics get chance ttyl,ham
747,u subscribed best mobile content service uk per days send stop helpline,spam
748,reason spoken year anyways great week best exam,ham
749,monday next week give full gist,ham
750,realize years thousands old ladies running around tattoos,spam
751,important customer service announcement premier,spam
752,dont gim lip caveboy,ham
753,get library,ham
754,realy sorry recognise number confused r u please,ham
755,didnt holla,ham
756,cant think anyone spare room top head,ham
757,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas,ham
758,u made appointment,ham
759,call carlos phone vibrate acting might hear texts,ham
760,romantic paris nights flights book next year call ts cs apply,spam
761,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,ham
762,urgent ur guaranteed award still unclaimed call closingdate claimcode pmmorefrommobile bremoved mobypobox ls yf,spam
